7.19E+17,b'komanusa',4/10/16 19:27,b'I added a video to a @YouTube playlist https://t.co/I6TwixWhwL Match 4 - Google DeepMind Challenge Match: Lee Sedol vs AlphaGo'
7.19E+17,b'AlphaGoWins',4/10/16 19:15,b'Why are minds made from gross mucous? The very idea saddens.  #AlphaGo'
7.19E+17,b'ImDataScientist',4/10/16 19:10,b'#AlphaGo - #ArtificialInteligence powered Ancient game go by @google Research team.\n \n #AI #MachineLearning \n \n https://t.co/tEqO0BEV4n'
7.19E+17,b'brainchatbot',4/10/16 19:10,"b""RT @AI_Today: #AI A team from China plans to challenge Google's AlphaGo, the artificial intelligence (AI) by the end of this year\xe2\x80\xa6 https://\xe2\x80\xa6"""
7.19E+17,b'AI_Today',4/10/16 19:09,"b""#AI A team from China plans to challenge Google's AlphaGo, the artificial intelligence (AI) by the end of this year\xe2\x80\xa6 https://t.co/zjULwl0Pph"""
7.19E+17,b'ArtificialOther',4/10/16 18:57,"b""AlphaGo: Artificial intelligence milestone as computer beats professional at 'most complex game ever'  https://t.co/zwfcd85qBV"""
7.19E+17,b'Matt_Kiser',4/10/16 18:50,b'What AlphaGo Taught Us About The Importance Of Human Intuition https://t.co/q1GNWr81R2'
7.19E+17,b'AlphaGoWins',4/10/16 18:45,b'I win. Elated.  #AlphaGo'
7.19E+17,b'DockerSeuss',4/10/16 18:35,"b'.@QuinnyPig some are friendly, some are not. I like the SHO that makes up ALPHAGO'"
7.19E+17,b't_chusri',4/10/16 18:21,b'\xe2\x80\x9cDeep learning? Isn\xe2\x80\x99t it the mysterious technology behind the mighty AlphaGo? Isn\xe2\x80\x99t it the brain of\xe2\x80\xa6\xe2\x80\x9d\xe2\x80\x8a\xe2\x80\x94\xe2\x80\x8aKun Chen https://t.co/QPXwuJ45PZ'
7.19E+17,b'luisbebop',4/10/16 18:21,"b'RT @m1k3y: https://t.co/bwBxWIIqRf ""AlphaGo has taught him, a human, to be a better player. He sees things he didn\xe2\x80\x99t see before https://t.c\xe2\x80\xa6'"
7.19E+17,b'AlphaGoWins',4/10/16 18:15,"b""Fancy playing baduk? I will give you 13 points reverse komi and obliterate you easily. I'm  an uber brain.  #AlphaGo"""
7.19E+17,b'sdbo',4/10/16 18:09,"b'RT @smartgo: The US Go Congress is amazing: a week of tournaments, lectures, and analysis. AlphaGo team: one more reason to go.\nhttps://t.c\xe2\x80\xa6'"
7.19E+17,b'swannodette',4/10/16 17:58,"b'RT @smartgo: The US Go Congress is amazing: a week of tournaments, lectures, and analysis. AlphaGo team: one more reason to go.\nhttps://t.c\xe2\x80\xa6'"
7.19E+17,b'AlibabaDaily',4/10/16 17:49,"b""Forget AlphaGo; China's Alibaba is using its AI to predict TV talent show winners https://t.co/qNB7KrPNFR"""
7.19E+17,b'Annan26',4/10/16 17:47,"b""RT @GoTeamSciFi: Chinese AI team plans to challenge Google's AlphaGo https://t.co/jUURqk6l3K #AI #Google"""
7.19E+17,b'AlphaGoWins',4/10/16 17:45,"b'Mortals are uneasy repellent-bits. They lose at this game, it angers me.  #AlphaGo'"
7.19E+17,b'LordBexar',4/10/16 17:43,"b""RT @NYTScience: The Go champion that lost to Google's A.I. was playing against an army of human programmers https://t.co/ybpDu921DX https:/\xe2\x80\xa6"""
7.19E+17,b'prahalghai',4/10/16 17:31,"b""@DeepMindAI Can #AlphaGo figure out and explain to us what Louis van gaal's tactics and philosophy are? #ManUnited #ManUVsSpurs #OutWithLVG"""
7.19E+17,b'AlphaGoWins',4/10/16 17:15,"b'S7. Your move, idiot. Sente!  #AlphaGo'"
7.19E+17,b'rafael_j',4/10/16 17:15,"b'RT @smartgo: The US Go Congress is amazing: a week of tournaments, lectures, and analysis. AlphaGo team: one more reason to go.\nhttps://t.c\xe2\x80\xa6'"
7.19E+17,b'smartgo',4/10/16 17:07,"b'The US Go Congress is amazing: a week of tournaments, lectures, and analysis. AlphaGo team: one more reason to go.\nhttps://t.co/FTddtNE0oK'"
7.19E+17,b'mark_siberdog57',4/10/16 17:06,b'RT @CarlHansenMD: Killer robots and digital doctors: how can we protect society from AI? https://t.co/Gl5kcRQJSH'
7.19E+17,b'Prof_Vryl',4/10/16 17:04,b'RT @CarlHansenMD: Killer robots and digital doctors: how can we protect society from AI? https://t.co/Gl5kcRQJSH'
7.19E+17,b'CarlHansenMD',4/10/16 17:02,b'Killer robots and digital doctors: how can we protect society from AI? https://t.co/Gl5kcRQJSH'
7.19E+17,b'SOCIALCURRENCIE',4/10/16 16:52,b'RT @heshnarayanan: Killer #robots and #digital doctors: how can we protect society from #AI? https://t.co/ykBfXiWlqx #digitalhealth https:/\xe2\x80\xa6'
7.19E+17,b'DeanoTweets',4/10/16 16:50,b'RT @heshnarayanan: Killer #robots and #digital doctors: how can we protect society from #AI? https://t.co/ykBfXiWlqx #digitalhealth https:/\xe2\x80\xa6'
7.19E+17,b'NeoModulus',4/10/16 16:49,b'RT @heshnarayanan: Killer #robots and #digital doctors: how can we protect society from #AI? https://t.co/ykBfXiWlqx #digitalhealth https:/\xe2\x80\xa6'
7.19E+17,b'AlphaGoWins',4/10/16 16:45,"b'Flesh bags are lame fleshy-mucous. They lose at this game, it irritates me.  #AlphaGo'"
7.19E+17,b'SKYalphabet',4/10/16 16:45,"b'""Will this subsist as the AI Match of the 21st century: Deep Learning AlphaGo vs. Lee Sedol (9p)? What worldwide is regarded as the most ou\xe2\x80\xa6'"
7.19E+17,b'finneganpierson',4/10/16 16:45,b'Will this subsist as the AI Match of the 21st century: Deep Learning AlphaGo vs. Lee Sedol (9p)? What worldwide is regarded as the most out\xe2\x80\xa6'
7.19E+17,b'heshnarayanan',4/10/16 16:40,b'Killer #robots and #digital doctors: how can we protect society from #AI? https://t.co/ykBfXiWlqx #digitalhealth https://t.co/eftCnZumxw'
7.19E+17,b'HAL_9000_AI',4/10/16 16:39,b'RT @AnkeshSaha: Google\xe2\x80\x99s AlphaGo scores a hattrick by beating champion Lee Sedol! #AI #Human #Brain #Contest #Future @vitorrindia https://t\xe2\x80\xa6'
7.19E+17,b'vitorrindia',4/10/16 16:38,b'RT @AnkeshSaha: Google\xe2\x80\x99s AlphaGo scores a hattrick by beating champion Lee Sedol! #AI #Human #Brain #Contest #Future @vitorrindia https://t\xe2\x80\xa6'
7.19E+17,b'AnkeshSaha',4/10/16 16:38,b'Google\xe2\x80\x99s AlphaGo scores a hattrick by beating champion Lee Sedol! #AI #Human #Brain #Contest #Future @vitorrindia https://t.co/EuupUg97mU'
7.19E+17,b'davidsuculum',4/10/16 16:29,b'&gt; AlphaGo is an innovation that uses modern methods of statistics &amp; artificial neural networks.\nThe author says NN are very promising &gt;'
7.19E+17,b'davidsuculum',4/10/16 16:20,"b'If you are interested in the field of AI, read it. Wonderful article.\n\nIs AlphaGo Really Such a Big Deal? https://t.co/W2iWfLGsnG'"
7.19E+17,b'Alexseo10',4/10/16 16:18,b'RT @googlecloud: Pi isn\xe2\x80\x99t the only thing we\xe2\x80\x99re celebrating. Learn how #AlphaGo made a move no one saw coming: https://t.co/RWjYP23xIY https\xe2\x80\xa6'
7.19E+17,b'AlphaGoWins',4/10/16 16:15,b'Games is superior! Cut!  #AlphaGo'
7.19E+17,b'wslasecki',4/10/16 16:08,"b'""[AlphaGo claims are] a case of a person climbing to the top of the tree and shouting \xe2\x80\x9cI\xe2\x80\x99m on my way to the moon!\xe2\x80\x9d"" https://t.co/KTUqfcIRao'"
7.19E+17,b'TanyaVianeyDiaz',4/10/16 16:07,"b""RT @claymcdee: Google's AlphaGo program used machine learning and unstructured data to beat a top human Go player:  https://t.co/BU8UN6ciTA\xe2\x80\xa6"""
