sport,"Ger Loughnane has said All-Ireland champions Kilkenny lack the charisma to be remembered alongside the truly great teams in the game as he defended his description of Brian Cody's side as ""functional""."
sport,Division 1 outfit Roscommon were made to fight all the way before overcoming New York by a point in their Connacht SFC preliminary round clash in Gaelic Park.
sport,Maurice Shanahan's 92nd-minute free salvaged a replay for holders Waterford in this afternoon's Allianz Hurling League Division 1 final at Semple Stadium.
sport,Ten-man Leicester fought back from a goal down to draw 1-1 with Manchester United at Old Trafford and put the pressure back on second-place Tottenham
sport,Henry Shefflin and Ger Loughnane assess the drawn Allianz HL Division final between Clare and Waterford and feel both sides are capable of serving up better fare in the replay.
sport,Clare manager Davy Fitzgerald was quick tp praise the battling performance that his side and Waterford showed in Sunday's drawn Allianz HL Division 1 final.
sport,"The hurlers of Clare and Waterford look set for a three-game saga following a dramatic encounter in Semple Stadium, but the Déise were let off the hook according to Clare defender Pat O'Connor."
sport,Frenchman Thomas Voeckler beat Nicolas Roche to win the final stage of the Tour de Yorkshire and claim overall victory in Scarborough.
sport,"The Irish Sport Horse Mighty Nice scored a superb fourth place finish at the prestigious four-star Rolex Kentucky Three-Day Event in the USA on Sunday, with no less than nine Irish Sport Horses finishing inside the top 25."
sport,The Kerry hurlers got their maiden Leinster championship off to the perfect start against Carlow but manager Ciarán Carey believes there remains huge room for improvement.
sport,Villarreal sealed their place in next season's Champions League play-off by winning 2-0 at local rivals Valencia.
sport,Celtic frontman Leigh Griffiths has been crowned PFA Scotland player of the year for the first time.
sport,Dung Junhui produced a scintillating fight back at the Crucible as Mark Selby's early 6-0 advantage was reduced to a 7-5 lead at the evening interval.
sport,Claudio Ranieri admits he will be the last person to know if Leicester are crowned champions on Monday because he will be returning from lunch with his 96-year-old mother in Italy.
sport,"Goals from Eoin Price and Derek McNicholas helped Westmeath hurlers to a comprehensive 2-22 to 1-11 victory over a poor Offaly side at Cusack Park, Mullingar."
sport,Sadio Mane's hat-trick and a close-range finish from Republic of Ireland striker Shane Long helped Southampton thump Manchester City's disjointed and disinterested second string 4-2 in Sunday's Premier League clash at St Mary's.
sport,Armagh handballer Charly Shanks has waited a while to land one of the 'Majors' of the game but he achieved his goal with a well-deserved success in the final of the Irish Nationals in Belfast on Sunday.
sport,Anna O'Flanagan and Emma Gray inspired Hermes to the maiden Women's EY Champions Trophy at Havelock Park with a superbly contested 3-1 win over 2015's national champions Pegasus.
sport,Minding led home a remarkable one-two-three for Aidan O'Brien in the Qipco 1000 Guineas at Newmarket.
sport,"Lisnagarvey put in the ultimate team performance as they beat Banbridge 3-1 to claim the first EY Champions Trophy title, capping the new-look competition's first year with a high-octane, thrill-a-minute final with Banbridge."
sport,Harry Arter and Jonathan Walters made welcome returns to action this week ahead of next month's Euros. Read more in your comprehensive guide to the Irish players in action overseas.
sport,Northern Irish teenager Tom McKibbin has been invited to play alongside Rory McIlroy in the pro-am ahead of the Dubai Duty Free Irish Open on 18 May.
sport,Cristiano Ronaldo completed Monday's training session with Real Madrid as he stepped up his bid to be fit for Wednesday's Champions League semi-final second leg against Manchester City.
sport,"The IRFU have released ticket details for next November's mouthwatering Guinness Series against New Zealand, Australia and Canada."
sport,"Defending champion Lewis Hamilton fears Formula One's stewards are turning against him after branding his latest reprimand as ""bloody ridiculous""."
sport,"King Electric ran out a surprise winner of the opening Ivawood European Breeders Fund Race at the Curragh, reversing recent form with hot favourite Peace Envoy."
sport,Seamus Power from West Waterford Golf Club has moved into position to earn a PGA Tour card next season by winning the United Leasing and Finance Championship on America's  Web.Com Tour in Indiana.
sport,Paralympic champion Josef Craig has been disqualified from a race at the IPC European Championships in Madeira for failing to cover up his tattoo of the Olympic rings.
sport,Leicester forward Jamie Vardy has been voted the 2016 Footballer of the Year by the Football Writers' Association.
sport,"Ger Loughnane has said All-Ireland champions Kilkenny lack the charisma to be remembered alongside the truly great teams in the game as he defended his description of Brian Cody's side as ""functional""."
sport,Division 1 outfit Roscommon were made to fight all the way before overcoming New York by a point in their Connacht SFC preliminary round clash in Gaelic Park.
sport,Ding Junhui put a harrowing start behind him to force his way back into the Betfred World Championship final and revive the prospect of glory for China at the Crucible.
sport,Ashley Cole was sent off for LA Galaxy but they held on for a 1-1 draw against Sporting Kansas City in the MLS.
sport,Tottenham know their brief in tonight's Premier League clash at Chelsea has not changed despite Leicester failing to clinch the title at Manchester United on Sunday.
sport,Clare manager Davy Fitzgerald was quick tp praise the battling performance that his side and Waterford showed in Sunday's drawn Allianz HL Division 1 final.
sport,Ten-man Leicester fought back from a goal down to draw 1-1 with Manchester United at Old Trafford and put the pressure back on second-place Tottenham
sport,Maurice Shanahan's 92nd-minute free salvaged a replay for holders Waterford in this afternoon's Allianz Hurling League Division 1 final at Semple Stadium.
sport,Only three hours of play was possible on Sunday in the Zurich Classic of New Orleans meaning play will go into Monday with the event shortened to 54 holes.
sport,Henry Shefflin and Ger Loughnane assess the drawn Allianz HL Division final between Clare and Waterford and feel both sides are capable of serving up better fare in the replay.
sport,"The hurlers of Clare and Waterford look set for a three-game saga following a dramatic encounter in Semple Stadium, but the Déise were let off the hook according to Clare defender Pat O'Connor."
sport,The Against The Head panel fear for Connacht's home play-off semi-final prospects after their shock defeat to Benetton Treviso.
sport,John Mullane is predicting a long season ahead for both Clare and Waterford hurlers and can see the Munster rivals clashing again in September for ultimate honours.
sport,Kevin McStay felt that New York did more than enough at Gaelic Park on Sunday evening to send his side crashing out of the Connacht championship.
sport,Ireland's 49erFX sailor Saskia Tidey on the hard work that she and her colleague Andrea Brewster have put in to qualify for this summer's Olympic Games and what the duo have to achieve in Rio.
sport,"Nicole Turner produced another stunning swim to bag silver in the Women's 200m Individual Medley IPC European Open Swim Championships in Madeira, Portugal."
sport,Northern Irish teenager Tom McKibbin has been invited to play alongside Rory McIlroy in the pro-am ahead of the Dubai Duty Free Irish Open on 18 May.
sport,Mark Timlin produced a wonderful extra-time chip to send St Pat's into the last four of the EA Sports Cup after a pulsating clash at the Carlisle Grounds on Monday afternoon.
sport,Sam Vokes sealed Burnley's return to the Barclays Premier League at the first attempt with a brilliant headed winner against QPR kicking off a promotion party at Turf Moor.
sport,Harry Arter and Jonathan Walters made welcome returns to action this week ahead of next month's Euros. Read more in your comprehensive guide to the Irish players in action overseas.
sport,Rose-Anne Galligan and Christine McMahon were in impressive form over the weekend hitting European standards over 800m and 400m hurdles respectively.
sport,Mark Selby was pushing for the winning line in the Betfred World Championship final as Ding Junhui remained three frames off the pace.
sport,Journeyman Brian Stuard clinched his first PGA Tour title with a gripping playoff victory over fellow American Jamie Lovemark and South Korean An Byeong-hun at the weather-plagued Zurich Classic of New Orleans on Monday.
sport,Found overcame a moderately troubled passage to return to winning ways in the Camelot European Breeders Fund Mooresbridge Stakes at the Curragh.
sport,Kenyan Joel Kipsang Kositany won his third Belfast Marathon victory finishing in 2:17:39 to complete a Kenyan clean sweep.
sport,Cristiano Ronaldo completed Monday's training session with Real Madrid as he stepped up his bid to be fit for Wednesday's Champions League semi-final second leg against Manchester City.
sport,"The IRFU have released ticket details for next November's mouthwatering Guinness Series against New Zealand, Australia and Canada."
sport,"Defending champion Lewis Hamilton fears Formula One's stewards are turning against him after branding his latest reprimand as ""bloody ridiculous""."
sport,Seamus Power from West Waterford Golf Club has moved into position to earn a PGA Tour card next season by winning the United Leasing and Finance Championship on America's  Web.Com Tour in Indiana.
sport,Paralympic champion Josef Craig has been disqualified from a race at the IPC European Championships in Madeira for failing to cover up his tattoo of the Olympic rings.
sport,Leicester forward Jamie Vardy has been voted the 2016 Footballer of the Year by the Football Writers' Association.
sport,Leicester City are the 2015-16 Premier League winners after tonight's 2-2 draw between Chelsea and Tottenham at Stamford Bridge left the Foxes in an unassailable position at the top of the table with two games to go.
sport,Mark Selby is World Snooker Champion for the second time after an 18-14 win over Ding Junhui in tonight's final at the Crucible in Sheffield.
sport,The Against The Head panel fear for Connacht's home play-off semi-final prospects after their shock defeat to Benetton Treviso.
sport,Wes Morgan hailed Leicester's remarkable Barclays Premier League title triumph as the best feeling of his career.
sport,Leicester were crowned Premier League champions after Tottenham conceded a two-goal lead in a bad-tempered 2-2 draw at Chelsea.
sport,John Mullane is predicting a long season ahead for both Clare and Waterford hurlers and can see the Munster rivals clashing again in September for ultimate honours.
sport,Kevin McStay felt that New York did more than enough at Gaelic Park on Sunday evening to send his side crashing out of the Connacht championship.
sport,Ireland's 49erFX sailor Saskia Tidey on the hard work that she and her colleague Andrea Brewster have put in to qualify for this summer's Olympic Games and what the duo hope to achieve in Rio.
sport,"Nicole Turner produced another stunning swim to bag silver in the Women's 200m Individual Medley IPC European Open Swim Championships in Madeira, Portugal."
sport,Northern Irish teenager Tom McKibbin has been invited to play alongside Rory McIlroy in the pro-am ahead of the Dubai Duty Free Irish Open on 18 May.
sport,Mark Timlin produced a wonderful extra-time chip to send St Pat's into the last four of the EA Sports Cup after a pulsating clash at the Carlisle Grounds on Monday afternoon.
